AuthorNames-Deduped,AminerCitationCount_02-2019,XPloreCitationCount_02-2019
Chris Weaver,50,8
Takafumi Saito;Hiroko Miyamura;Mitsuyoshi Yamamoto;Hiroki Saito;Yuka Hoshiya;Takumi Kaseda,77,21
Martin Wattenberg,88,18
Zhen Wen;Michelle X. Zhou;Vikram Aggarwal,15,1
Kenneth R. Allendoerfer;Serge Aluker;Gulshan Panjwani;Jason M. Proctor;David Sturtz;Mirjana Vukovic;Chaomei Chen,43,1
Ming C. Hao;Umeshwar Dayal;Daniel A. Keim;Tobias Schreck,62,13
Poonam Shanbhag;Penny Rheingans;Marie desJardins,45,4
Doantam Phan;Ling Xiao;Ron B. Yeh;Pat Hanrahan;Terry Winograd,250,38
Purvi Saraiya;Peter Lee 0005;Chris North,74,10
Patrick Riehmann;Manfred Hanfler;Bernd FrÃ¶hlich 0001,104,36
Ben Shneiderman;Ramana Rao;Keith Andrews;Christopher Ahlberg;Dominique Brodbeck;Tony Jewitt;Jock D. Mackinlay,,0
Xiaoqiang Zheng;Alex T. Pang,50,5
Andrew T. Wilson;Rebecca M. Brannon,10,2
Ovidio Mallo;Ronald Peikert;Christian Sigg;Filip Sadlo,89,18
Mario Hlawitschka;Gerik Scheuermann,62,8
Alisa Neeman;Boris Jeremic;Alex T. Pang,18,0
William J. Schroeder;FranÃ§ois Bertel;Mathieu Malaterre;David C. Thompson 0001;Philippe P. PÃ©bay;Robert M. O'Bara;Saurabh Tendulkar,20,3
Frank Enders;Natascha Sauber;Dorit Merhof;Peter Hastreiter;Christopher Nimsky;Marc Stamminger,65,7
Jorik Blaas;Charl P. Botha;Bart Peters;Frans Vos;Frits H. Post,61,9
Bart Moberts;Anna Vilanova;Jarke J. van Wijk,179,50
Polina Kondratieva;Jens H. KrÃ¼ger;RÃ¼diger Westermann,50,9
Jarke J. van Wijk,,36
Donald H. House;Alethea Bair;Colin Ware,32,6
Nicu D. Cornea;Deborah Silver;Patrick Min,100,18
Jorge Luis Williams;Robert E. Hiromoto,6,3
Xavier Cavin;Christophe Mion;Alain Filbois,22,13
Praveen Bhaniramka;Philippe C. D. Robert;Stefan Eilemann,17,5
JÃ©rÃ©mie Allard;Bruno Raffin,55,6
Louis Bavoil;Steven P. Callahan;Carlos Eduardo Scheidegger;Huy T. Vo;Patricia Crossno;ClÃ¡udio T. Silva;Juliana Freire,341,40
Daniel R. Bekins;Daniel G. Aliaga,50,6
Martin Hering-Bertram;Eduard Deines;Jan Mohring;Jevgenijs Jegorovs;Hans Hagen,72,11
Matthew Hall;Alex Betts;Donna J. Cox;David Pointer;Volodymyr V. Kindratenko,1,1
Kurt Stockinger;John Shalf;Kesheng Wu;E. Wes Bethel,114,20
Ralf KÃ¤hler;Steffen Prohaska;Andrei Hutanu;Hans-Christian Hege,19,1
Jinzhu Gao;Jian Huang 0007;C. Ryan Johnson;Scott Atchley;James Arthur Kohl,45,10
Hank Childs;Eric Brugger;Kathleen S. Bonnell;Jeremy S. Meredith;Mark C. Miller;Brad Whitlock;Nelson L. Max,225,41
Steven P. Callahan;JoÃ£o Luiz Dihl Comba;Peter Shirley;ClÃ¡udio T. Silva,43,4
Paolo Cignoni;Fabio Ganovelli;Enrico Gobbetti;Fabio Marton;Federico Ponchio;Roberto Scopigno,87,9
Henrik Buchholz;JÃ¼rgen DÃ¶llner,32,8
Thomas Klein;Magnus Strengert;Simon Stegmaier;Thomas Ertl,60,5
Martin Isenburg;Peter Lindstrom,218,31
Renato Pajarola,64,5
Laurent Castanie;Bruno LÃ©vy;Fabien Bosquet,31,2
Marcus A. Magnor;Kristian Hildebrand;Andrei Lintu;Andrew J. Hanson,50,10
Andrew J. Hanson;Hui Zhang 0006,50,2
Fernando Vega Higuera;Peter Hastreiter;Rudolf Fahlbusch;GÃ¼nther Greiner,34,1
Adam Huang;Dave Roy;Marek Franaszek;Ronald M. Summers,24,5
Joe Michael Kniss;Robert L. Van Uitert Jr.;Abraham Stephens;Guo-Shi Li;Tolga Tasdizen;Charles D. Hansen,98,22
Martin Kraus,19,2
Ofri Sadowsky;Jonathan D. Cohen;Russell H. Taylor,50,6
BalÃ¡zs CsÃ©bfalvi,50,9
Wei Qiao;David S. Ebert;Alireza Entezari;Marek Korkusinski;Gerhard Klimeck,50,6
Xiaoru Yuan;Minh X. Nguyen;Baoquan Chen;David H. Porter,25,8
Oliver Staubli;Christian Sigg;Ronald Peikert;Markus H. Gross;Daniel Gubler,50,2
Daniel E. Laney;Steven P. Callahan;Nelson L. Max;ClÃ¡udio T. Silva;Steven Langer;Randall Frank,50,5
Gregor Schlosser;JÃ¼rgen Hesser;Frank Zeilfelder;Christian RÃ¶ssl;Reinhard MÃ¤nner;GÃ¼nther NÃ¼rnberger;Hans-Peter Seidel,0,0
Carlos D. Correa;Deborah Silver,30,6
Lujin Wang;Ye Zhao;Klaus Mueller;Arie E. Kaufman,145,28
Davood Rafiei;Stephen Curial,74,20
Fan-Yin Tzeng;Kwan-Liu Ma,,13
Kresimir Matkovic;Mario Jelovic;Josip Juric;Zoltan Konyha;Denis Gracanin,50,6
Ho-Lun Cheng;Xinwei Shi,,4
Ola Nilsson;David E. Breen;Ken Museth,50,6
Jianning Wang;Manuel Menezes de Oliveira Neto;Arie E. Kaufman,28,1
John C. Anderson;Janine Bennett;Kenneth I. Joy,12,1
David F. Wiley;Nina Amenta;Dan A. Alcantara;Deboshmita Ghosh;Yong Joo Kil;Eric Delson;Will Harcourt-Smith;Katherine St. John;F. James Rohlf;Bernd Hamann,204,34
Jose De Corral;Hanspeter Pfister,8,3
Lars Linsen;Julia LÃ¶cherbach;Matthias Berth;JÃ¶rg Bernhardt,15,4
David Marshburn;Chris Weigle;Benjamin G. Wilde;Russell M. Taylor II;Kalpit Desai;J. K. Fisher;Jeremy Cribb;E. Timothy O'Brien;Richard Superfine,50,0
Simon Stegmaier;Ulrich Rist;Thomas Ertl,62,14
Xiaohong Ye;David L. Kao;Alex T. Pang,56,17
Abdelkrim Mebarki;Pierre Alliez;Olivier Devillers,139,23
Udeepta Bordoloi;Han-Wei Shen,209,46
Shigeo Takahashi;Issei Fujishiro;Yuriko Takeshima;Tomoyuki Nishita,170,27
Chris Weigle;Russell M. Taylor II,14,5
Maria C. Velez;Deborah Silver;Marilyn Tremaine,50,11
Melanie Tory;M. Stella Atkins;Arthur E. Kirkpatrick;Marios Nicolaou;Guang-Zhong Yang,30,8
Daniel E. Huber;Christopher G. Healey,70,13
Attila Gyulassy;Vijay Natarajan;Valerio Pascucci;Peer-Timo Bremer;Bernd Hamann,128,19
Christopher Carner;Miao Jin;Xianfeng Gu;Hong Qin,34,5
Xiaoqiang Zheng;Beresford N. Parlett;Alex T. Pang,19,9
Tino Weinkauf;Holger Theisel;Kuangyu Shi;Hans-Christian Hege;Hans-Peter Seidel,23,11
Jarke J. van Wijk;Arjeh M. Cohen,,4
Jason Cantarella;Michael Piatek;Eric Rawdon,24,3
Daniel Weiskopf;Marc Borchers;Thomas Ertl;Martin Falk;Oliver Fechtig;Regine Frank;Frank Grave;Andreas King;Ute Kraus;Thomas MÃ¼ller 0005;Hans-Peter Nollert;Isabel Rica Mendez;Hanns Ruder;Corvin Zahn;Michael Zatloukal;Tobias Schafhitzel;Sonja SchÃ¤r,13,3
Jonathan Konieczny;Clement Shimizu;Gary W. Meyer;D'nardo Colucci,50,4
Matej Mlejnek;Pierre Ermes;Anna Vilanova;Rob van der Rijt;Harrie van den Bosch;Frans A. Gerritsen;M. Eduard GrÃ¶ller,,4
Alexander Wiebel;Gerik Scheuermann,12,1
Shyh-Kuang Ueng;Sheng-Chuan Wang,50,0
Robert S. Laramee;Christoph Garth;Helmut Doleisch;JÃ¼rgen Schneider;Helwig Hauser;Hans Hagen,83,23
Holger Theisel;Jan Sahner;Tino Weinkauf;Hans-Christian Hege;Hans-Peter Seidel,64,11
Daniel Weiskopf;Frederik Schramm;Gordon Erlebacher;Thomas Ertl,50,9
Ralf P. Botchen;Daniel Weiskopf,90,11
Aidong Lu;David S. Ebert,50,6
Jan Fischer;Dirk Bartz;Wolfgang StraÃŸer,50,5
Stefan Bruckner;M. Eduard GrÃ¶ller,226,42
Alark Joshi;Penny Rheingans,88,10
Nikolai A. Svakhine;Yun Jang;David S. Ebert;Kelly P. Gaither,65,15
Carsten Stoll;Stefan Gumhold;Hans-Peter Seidel,0,21
James Abello;Frank van Ham;Neeraj Krishnan,263,102
Adam Perer;Ben Shneiderman,250,89
Joachim BÃ¶ttger;Michael Balzer;Oliver Deussen,50,3
Ken Been;Eli Daiches;Chee-Keng Yap,91,37
Geoffrey P. Ellis;Alan J. Dix,104,50
Greg Smith;Mary Czerwinski;Brian Meyers;Daniel C. Robbins;George G. Robertson;Desney S. Tan,120,35
Danny Holten,,384
Tim Dwyer;Yehuda Koren;Kim Marriott,,45
Nathalie Henry Riche;Jean-Daniel Fekete,301,103
Qingguang Cui;Matthew O. Ward;Elke A. Rundensteiner;Jing Yang 0001,88,41
Jeffrey Heer;Maneesh Agrawala,50,27
Ben Shneiderman;Aleks Aris,275,126
Daniel W. Archambault;Tamara Munzner;David Auber,25,11
Jeffrey Heer;Maneesh Agrawala,204,72
Andrew Mehler;Yunfan Bao;Xin Li 0003;Yue Wang;Steven Skiena,69,20
Beth Yost;Chris North,89,31
Pier Francesco Cortese;Giuseppe Di Battista;Antonello Moneta;Maurizio Patrignani;Maurizio Pizzonia,30,12
Thorsten BÃ¼ring;Jens Gerken;Harald Reiterer,,21
A. Johannes Pretorius;Jarke J. van Wijk,,26
Gautam Kumar;Michael Garland,,50
Christian Heine 0002;Gerik Scheuermann;Christoph Flamm;Ivo L. Hofacker;Peter F. Stadler,19,10
Christian Panse;Mike Sips;Daniel A. Keim;Stephen C. North,38,13
Roel Vliegen;Jarke J. van Wijk;Erik-Jan van der Linden,,47
Danny Dorling;Anna Barford;Mark Newman,109,47
Paul E. Keel,22,12
Jean Scholtz,95,20
Stephen G. Eick;Justin Mauger;Alan Ratner,5,1
Ed Huai-hsin Chi;Lichan Hong;Julie Heiser;Stuart K. Card,12,1
Georges G. Grinstein;Theresa A. O'Connell;Sharon J. Laskowski;Catherine Plaisant;Jean Scholtz;Mark A. Whiting,31,9
Jerry Alan Fails;Amy K. Karlson;Layla Shahamat;Ben Shneiderman,134,46
Mark Sifer,16,5
JÃ¶rn Schneidewind;Mike Sips;Daniel A. Keim,53,20
Zaixian Xie;Shiping Huang;Matthew O. Ward;Elke A. Rundensteiner,50,13
Jing Yang 0001;Jianping Fan 0001;Daniel Hubball;Yuli Gao;Hangzai Luo;William Ribarsky;Matthew O. Ward,68,22
Hyunmo Kang;Catherine Plaisant;Bongshin Lee;Benjamin B. Bederson,85,11
Pascale Proulx;Sumeet Tandon;Adam Bodnar;David Schroh;Robert Harper 0002;William Wright,,9
Chris Weaver;David Fyfe;Anthony C. Robinson;Deryck Holdsworth;Donna Peuquet;Alan M. MacEachren,50,6
Mustafa Bilgic 0001;Louis Licamele;Lise Getoor;Ben Shneiderman,37,19
David Gotz;Michelle X. Zhou;Vikram Aggarwal,59,20
Chaomei Chen;Fidelia Ibekwe-Sanjuan;Eric SanJuan;Chris Weaver,92,27
Pak Chung Wong;George Chin Jr.;Harlan Foote;Patrick Mackey;James J. Thomas,32,10
Hangzai Luo;Jianping Fan 0001;Jing Yang 0001;William Ribarsky;Shin'ichi Satoh,31,9
Avin Pattath;Brian D. Bue;Yun Jang;David S. Ebert;Xuan Zhong;Aaron Ault;Edward J. Coyle,50,9
Weichao Wang;Aidong Lu,18,6
Ling Xiao;John Gerth;Pat Hanrahan,73,21
E. Wes Bethel;Scott Campbell;Eli Dart;Kurt Stockinger;Kesheng Wu,50,12
Daniel A. Keim;Florian Mansmann;JÃ¶rn Schneidewind;Tobias Schreck,70,22
Susan Brennan;Klaus Mueller;Gregory J. Zelinsky;I. V. Ramakrishnan;David Scott Warren;Arie E. Kaufman,46,19
Stuart K. Card;Bongwon Suh;Bryan A. Pendleton;Bryan Heer;John W. Bodnar,69,12
Bryan Mehta;Srinivasan Parthasarathy 0001;Raghu Machiraju,7,4
Roberto TherÃ³n,19,5
Joachim Georgii;RÃ¼diger Westermann,45,18
Tien Nguyen;Jun Zhang,62,24
Wei Hong;Feng Qiu;Arie E. Kaufman,69,33
Steven Bergner;Torsten MÃ¶ller;Daniel Weiskopf;David J. Muraki,50,21
Lewis W. F. Li;Frederick W. B. Li;Rynson W. H. Lau,25,16
Marco Tarini;Paolo Cignoni;Claudio Montani,327,200
Zhanping Liu;Robert J. Moorhead II;Joe Groner,41,42
Yuyan Song;Jing Ye;Nikolai A. Svakhine;Sonia Lasher-Trapp;Mike Baldwin;David S. Ebert,19,11
Wojciech Burakiewicz;Robert van Liere,,4
Markus RÃ¼tten;Min S. Chong,7,2
Ezekiel S. Bhasker;Pinaki Sinha;Aditi Majumder,65,32
Peter Rautek;Ivan Viola;M. Eduard GrÃ¶ller,50,10
Jens H. KrÃ¼ger;Jens Schneider;RÃ¼diger Westermann,171,68
Eduard Deines;Martin Hering-Bertram;Jan Mohring;Jevgenijs Jegorovs;Frank Michel;Hans Hagen;Gregory M. Nielson,27,13
James Slack;Tamara Munzner,9,1
David Ellsworth;Bryan Green;Chris Henze;Patrick J. Moran;Timothy Sandstrom,20,20
Ketan Mehta;T. J. Jankun-Kelly,8,5
Gordon L. Kindlmann;Carl-Fredrik Westin,116,51
Laurent Castanie;Christophe Mion;Xavier Cavin;Bruno LÃ©vy,21,10
Guangfeng Ji;Han-Wei Shen,88,36
Marta Kersten;James Stewart;Nikolaus F. Troje;Randy E. Ellis,50,20
Stefan Bruckner;M. Eduard GrÃ¶ller,131,54
Alireza Entezari;Torsten MÃ¶ller,50,14
Peter Lindstrom;Martin Isenburg,214,115
Carlos D. Correa;Deborah Silver;Min Chen,103,41
David J. Duke;Malcolm Wallace;Rita Borgo;Colin Runciman,50,3
Patric Ljung;Calle Winskog;Anders Persson;Claes LundstrÃ¶m;Anders Ynnerman,81,46
Christof Rezk-Salama;Maik Keller;Peter Kohlmann,143,58
John M. Schreiner;Carlos Eduardo Scheidegger;ClÃ¡udio T. Silva,103,43
Wei Qiao;Michael McLennan;Rick Kennell;David S. Ebert;Gerhard Klimeck,52,23
Dorit Merhof;Markus Sonntag;Frank Enders;Christopher Nimsky;Peter Hastreiter;GÃ¼nther Greiner,54,23
Ivan Viola;Miquel Feixas;Mateu Sbert;M. Eduard GrÃ¶ller,179,87
Haitao Zhang;Arie E. Kaufman,50,5
Yuan Zhou;Michael Garland,50,18
Jameson Miller;Cory Quammen;Matthew Fleenor,10,8
Qingmin Shi;Joseph JÃ¡JÃ¡,6,7
Lingxiao Zhao;Charl P. Botha;Javier Bescos;Roel Truyen;Frans Vos;Frits H. Post,46,25
Chaoli Wang;Han-Wei Shen,50,17
Sung-Eui Yoon;Peter Lindstrom,50,20
Jonathan Woodring;Han-Wei Shen,72,45
Natascha Sauber;Holger Theisel;Hans-Peter Seidel,92,59
Shigeo Takahashi;Kenichi Yoshida;Kenji Shimada;Tomoyuki Nishita,50,21
Hamish A. Carr;Brian Duffy;Brian Denby,51,30
Minsu Ahn;Igor Guskov;Seungyong Lee,22,11
Matej Novotny;Helwig Hauser,213,89
Steven P. Callahan;Louis Bavoil;Valerio Pascucci;ClÃ¡udio T. Silva,49,15
Felix Ritter;Christian Hansen 0001;Volker Dicken;Olaf Konrad-Verse;Bernhard Preim;Heinz-Otto Peitgen,89,35
Wan-Chiu Li;Bruno Vallet;Nicolas Ray;Bruno LÃ©vy,50,17
Youngmin Kim;Amitabh Varshney,93,47
Markus Glatter;Jian Huang 0007;Jinzhu Gao;Colin Mollenhour,50,14
Yinggang Li;Chi-Wing Fu;Andrew J. Hanson,50,15
Daniel Acevedo Feliz;David H. Laidlaw,50,7
T. J. Jankun-Kelly;Ketan Mehta,45,21
Vadim A. Slavin;Robert Pelcovits;George Loriot;Andrew Callan-Jones;David H. Laidlaw,16,10
Alethea Bair;Donald H. House;Colin Ware,50,11
David E. Laney;Peer-Timo Bremer;Ajith Mascarenhas;P. Miller;Valerio Pascucci,128,65
Kenneth W. Waters;Christopher S. Co;Kenneth I. Joy,50,4
Jean Sreng;Anatole LÃ©cuyer;Christine MÃ©gard;Claude Andriot,50,17
Min Chen;Ralf P. Botchen;Rudy Hashim;Daniel Weiskopf;Thomas Ertl;Ian M. Thornton,50,26
Wim C. de Leeuw;Pernette J. Verschure;Robert van Liere,,5
Zeki Melek;David Mayerich;Cem Yuksel;John Keyser,50,15
Filip Sadlo;Ronald Peikert;Mirjam Sick,50,14
Monika Jankun-Kelly;Ming Jiang 0005;David S. Thompson;Raghu Machiraju,26,15
Ji Soo Yi;Youn ah Kang;John T. Stasko;Julie A. Jacko,727,267
Christopher Collins;Sheelagh Carpendale,183,86
Florian Mansmann;Daniel A. Keim;Stephen C. North;Brian Rexroad;Daniel Sheleheda,69,33
Nivedita R. Kadaba;Pourang Irani;Jason Leboe-McGowan,50,9
Ying Tu;Han-Wei Shen,112,58
Geoffrey P. Ellis;Alan J. Dix,277,161
Desney S. Tan;Greg Smith;Bongshin Lee;George G. Robertson,14,7
Jeffrey Heer;George G. Robertson,335,127
Renaud Blanch;Eric Lecolinet,71,29
Zachary Pousman;John T. Stasko;Michael Mateas,289,104
Martin Graham;Jessie Kennedy,35,15
Jason Dykes;Chris Brunsdon,55,28
Danyel Fisher,140,59
Petra Isenberg;Sheelagh Carpendale,141,47
Jo Wood;Jason Dykes;Aidan Slingsby;Keith Clarke,203,91
Remco Chang;Ginette Wessel;Robert Kosara;Eric Sauda;William Ribarsky,65,28
Fernanda B. ViÃ©gas;Martin Wattenberg;Frank van Ham;Jesse Kriss;Matthew M. McKeon,746,222
Yaniv Frishman;Ayellet Tal,121,57
Nathalie Henry Riche;Jean-Daniel Fekete;Michael J. McGuffin,419,201
Heidi Lam;Tamara Munzner;Robert Kincaid,46,23
Wesley Willett;Jeffrey Heer;Maneesh Agrawala,199,85
Yi Mao;Joshua V. Dillon;Guy Lebanon,50,10
Jock D. Mackinlay;Pat Hanrahan;Chris Stolte,250,104
Melanie Tory;David W. Sprague;Fuqu Wu;Wing Yan So;Tamara Munzner,45,19
Mike Cammarano;Xin Dong 0001;Bryan Chan;Jeff Klingner;Justin Talbot;Alon Y. Halevy;Pat Hanrahan,54,19
Yuri A. Ivanov;Christopher Richard Wren;Alexander Sorokin;Ishwinder Kaur,72,31
Haleh Hagh-Shenas;Sunghee Kim;Victoria Interrante;Christopher G. Healey,50,30
Stephen Few,,1
Firdaus Janoos;Shantanu Singh;M. Okan Irfanoglu;Raghu Machiraju;Richard E. Parent,28,7
Chi-Chun Pan;Prasenjit Mitra,18,8
Ryan Eccles;Thomas Kapler;Robert Harper 0002;William Wright,134,24
Ross Maciejewski;Benjamin Tyner;Yun Jang;Cheng Zheng;Rimma V. Nehme;David S. Ebert;William S. Cleveland;Mourad Ouzzani;Shaun J. Grannis;Lawrence T. Glickman,50,8
SungYe Kim;Yun Jang;Angela Mellema;David S. Ebert;Timothy W. Collins,50,21
Gennady L. Andrienko;Natalia V. Andrienko;Ulrich Bartling,50,2
Stephen G. Eick;M. Andrew Eick;Jesse Fugitt;Brian Horst;Maxim Khailo;Russell A. Lankenau,,13
Chris Shaw 0002;Greg A. Dasch;Marina E. Eremeeva,9,4
Daniel R. Tesone;John R. Goodall,27,9
Eun Ju Nam;Yiping Han;Klaus Mueller;Alla Zelenyuk;Dan Imre,53,27
Di Yang;Elke A. Rundensteiner;Matthew O. Ward,50,8
Ming C. Hao;Umeshwar Dayal;Daniel A. Keim;D. Morent;JÃ¶rn Schneidewind,60,20
Ana M. Cuadros;Fernando Vieira Paulovich;Rosane Minghim;Guilherme P. Telles,50,20
Hangzai Luo;Jianping Fan 0001;Jing Yang 0001;William Ribarsky;Shin'ichi Satoh,23,9
Daniel A. Keim;Daniela Oelke,97,29
Mohammad Ghoniem;Dongning Luo;Jing Yang 0001;William Ribarsky,34,10
John T. Stasko;Carsten GÃ¶rg;Zhicheng Liu;Kanupriya Singhal,438,54
Enrico Bertini;Patrick Hertzog;Denis Lalanne,41,14
Heidi Lam;Daniel M. Russell;Diane Tang;Tamara Munzner,63,19
Remco Chang;Mohammad Ghoniem;Robert Kosara;William Ribarsky;Jing Yang 0001;Evan A. Suma;Caroline Ziemkiewicz;Daniel A. Kern;Agus Sudjianto,130,46
Bongwon Suh;Ed Huai-hsin Chi;Bryan A. Pendleton;Aniket Kittur,92,18
Jeffrey Heer;Maneesh Agrawala,248,15
Ulrik Brandes;JÃ¼rgen Lerner,84,5
Niklas Elmqvist;John T. Stasko;Philippas Tsigas,93,14
Loretta Auvil;Xavier LlorÃ ;Duane Searsmith;Kelly Searsmith,50,0
Lynn Schwendiman;Jonathan McLean;Jonathan Larson,,0
Carsten GÃ¶rg;Zhicheng Liu;Neel Parekh;Kanupriya Singhal;John T. Stasko,18,1
Lynn Chien;Annie Tat;William Wright,0,0
Chi-Chun Pan;Anuj R. Jaiswal;Junyan Luo;Anthony C. Robinson,0,0
William Chao;Daniel Ha;Kevin I.-J. Ho;Linda T. Kaastra;Minjung Kim;Andrew Wade,0,0
Yedendra Babu Shrinivasan;Jarke J. van Wijk,50,2
Hyunmo Kang;Lise Getoor;Lisa Singh,50,2
Jae Choi;Sang-joon Lee;Sarah Gigitashvilli;James Wilson,50,1
Palmyra Catravas,0,0
Guoray Cai,50,1
Cecilia R. Aragon;Stephen J. Bailey;Sarah S. Poon;Karl J. Runge;Rollin C. Thomas,50,1
Adel Ahmed;Xiaoyan Fu;Seok-Hee Hong;Quan Hoang Nguyen;Kai Xu 0003,3,1
Daniel Ha;Minjung Kim;Andrew Wade;William Chao;Kevin I.-J. Ho;Linda T. Kaastra;Brian D. Fisher;John Dill,0,0
James J. Thomas;Daniel A. Keim;Joe Kielman;Larry Rosenblum,0,0
Georges G. Grinstein;Catherine Plaisant;Sharon J. Laskowski;Theresa A. O'Connell;Jean Scholtz;Mark A. Whiting,13,5
Lynn Chien;Annie Tat;Thomas Kapler;Patricia Enns;Winniefried Kuan;William Wright,0,0
Carsten GÃ¶rg;Zhicheng Liu;Neel Parekh;Kanupriyah Singhal;John T. Stasko,50,9
Loretta Auvil;Xavier LlorÃ ;Duane Searsmith;Kelly Searsmith,50,0
Patricia Crossno;Brian N. Wylie;Andrew T. Wilson;John A. Greenfield;Eric T. Stanton;Timothy M. Shead;Lisa G. Ice;Kenneth Moreland;Jeffrey Baumes;Berk Geveci,50,2
Chi-Chun Pan;Anuj R. Jaiswal;Junyan Luo;Anthony C. Robinson;Prasenjit Mitra;Alan M. MacEachren;Ian Turton,0,0
Lynn Schwendiman;Jonathan McLean;Jonathan Larson,,0
William Chao;Daniel Ha;Kevin I.-J. Ho;Linda T. Kaastra;Minjung Kim;Andrew Wade;Brian D. Fisher,0,0
Nathaniel Fout;Kwan-Liu Ma,54,31
Ove Daae Lampe;Ivan Viola;Nathalie Reuter;Helwig Hauser,53,24
Claes LundstrÃ¶m;Patric Ljung;Anders Persson;Anders Ynnerman,120,58
Luke J. Gosink;John C. Anderson;E. Wes Bethel;Kenneth I. Joy,0,31
Huamin Qu;Wing-Yi Chan;Anbang Xu;Kai-Lun Chung;Alexis Kai-Hon Lau;Ping Guo,74,43
Paul A. NavrÃ¡til;Jarrett Johnson;Volker Bromm,50,16
Hongwei Li;Chi-Wing Fu;Yinggang Li;Andrew J. Hanson,45,17
Vid Petrovic;James H. Fallon;Falko Kuester,48,23
John Plate;Thorsten HoltkÃ¤mper;Bernd FrÃ¶hlich 0001,50,23
Niranjan Damera-Venkata;Nelson L. Chang;Jeffrey M. DiCarlo,15,15
Xuexiang Xie;Ying He 0001;Feng Tian 0006;Seah Hock Soon;Xianfeng Gu;Hong Qin,65,28
Joachim Giesen;Klaus Mueller;Eva Schuberth;Lujin Wang;Peter Zolliker,30,12
Scott E. Dillard;John Bingert;Dan Thoma;Bernd Hamann,50,12
Yi Wang;David M. Krum;Enylton Machado Coelho;Doug A. Bowman,55,20
Tino Weinkauf;Jan Sahner;Holger Theisel;Hans-Christian Hege,73,31
Maurice Termeer;Javier OlivÃ¡n BescÃ³s;Marcel Breeuwer;Anna Vilanova;Frans A. Gerritsen;M. Eduard GrÃ¶ller,53,30
Christoph Garth;Florian Gerhardt;Xavier Tricoche;Hans Hagen,159,93
Attila Gyulassy;Vijay Natarajan;Valerio Pascucci;Bernd Hamann,107,44
Andrei C. Jalba;Jos B. T. M. Roerdink,30,11
Filip Sadlo;Ronald Peikert,145,79
Stefan Bruckner;M. Eduard GrÃ¶ller,105,53
Alexander Wiebel;Xavier Tricoche;Dominic Schneider;Heike Leitte;Gerik Scheuermann,39,20
Alethea Bair;Donald H. House,18,12
Johanna Beyer;Markus Hadwiger;Stefan Wolfsberger;Katja BÃ¼hler,108,55
Carlos D. Correa;Deborah Silver;Mi Chen,46,22
Ingo Wald;Heiko Friedrich;Aaron Knoll;Charles D. Hansen,50,11
Christian Lauterbach;Anish Chandak;Dinesh Manocha,62,23
Steffen Oeltze-Jafra;Helmut Doleisch;Helwig Hauser;Philipp Muigg;Bernhard Preim,75,27
Won-Ki Jeong;P. Thomas Fletcher;Ran Tao;Ross T. Whitaker,67,37
Joe Michael Kniss;Warren A. Hunt;Kristin Potter;Pradeep Sen,8,3
Feng Qiu;Fang Xu;Zhe Fan;Neophytos Neophytou;Arie E. Kaufman;Klaus Mueller,39,23
Frank Michel;Eduard Deines;Martin Hering-Bertram;Christoph Garth;Hans Hagen,7,3
Peter Kohlmann;Stefan Bruckner;Armin Kanitsar;M. Eduard GrÃ¶ller,48,21
Gregory Cipriano;Michael Gleicher,50,23
Michael Schlemmer;Manuel Heringer;Florian Morr;Ingrid Hotz;Martin Hering-Bertram;Christoph Garth;Wolfgang Kollmann;Bernd Hamann;Hans Hagen,50,32
Randall C. Smith;Richard R. Pawlicki;IstvÃ¡n KÃ³kai;JÃ¶rg Finger;Thomas Vetter,50,20
Carlos Eduardo Scheidegger;Huy T. Vo;David Koop;Juliana Freire;ClÃ¡udio T. Silva,139,49
Sung-Eui Yoon;Peter Lindstrom,46,20
Ezekiel S. Bhasker;Ray Juang;Aditi Majumder,60,17
Krzysztof Niski;Jonathan D. Cohen,50,5
Philipp Muigg;Markus Hadwiger;Helmut Doleisch;Helwig Hauser,41,15
Alfred R. Fuller;Robert Zawadzki;Stacey Choi;David F. Wiley;John S. Werner;Bernd Hamann,74,41
Peter Rautek;Stefan Bruckner;M. Eduard GrÃ¶ller,81,34
Hui Zhang 0006;Andrew J. Hanson,15,6
Yuan Chen;Jonathan D. Cohen;Julian Krolik,81,38
Tim McGraw;Mariappan S. Nadar,50,20
Christoph Heinzl;Johann Kastner;M. Eduard GrÃ¶ller,55,20
Jesus J. Caban;Alark Joshi;Penny Rheingans,50,26
John Biddiscombe;Berk Geveci;Ken Martin;Kenneth Moreland;David C. Thompson 0001,46,19
Gunther H. Weber;Peer-Timo Bremer;Valerio Pascucci,88,49
Thomas Schultz 0001;Holger Theisel;Hans-Peter Seidel,50,25
Attila Gyulassy;Mark A. Duchaineau;Vijay Natarajan;Valerio Pascucci;Eduardo Bringa;Andrew Higginbotham;Bernd Hamann,74,43
Miriah D. Meyer;Robert Michael Kirby;Ross T. Whitaker,67,28
William L. Barth;Christopher Burns,,6
Sebastian Grottel;Guido Reina;Jadran Vrabec;Thomas Ertl,36,18
Heike Leitte;Alexander Wiebel;Gerik Scheuermann;Wolfgang Kollmann,85,25
Heidi Lam,89,46
Ying Tu;Han-Wei Shen,50,11
Aaron Barsky;Tamara Munzner;Jennifer L. Gardy;Robert Kincaid,89,56
Zhicheng Liu;Nancy J. Nersessian;John T. Stasko,130,55
